"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US.."
2010,"March 2010","Exports","Brazil",301,25,3121
2010,"May 2010","Exports","Brazil",301,20,1325
2010,"June 2010","Exports","Brazil",301,10,1704
2010,"August 2010","Exports","Brazil",301,45,5688
2010,"September 2010","Exports","Brazil",301,74,5655
2010,"November 2010","Exports","Brazil",301,17,1512
2010,"December 2010","Exports","Brazil",301,22,3090
2010,"January 2010","Imports","EU-28",301,100,4688
2010,"January 2010","Exports","EU-28",301,46,3289
2010,"February 2010","Imports","EU-28",301,160,7333
2010,"February 2010","Exports","EU-28",301,600,13958
2010,"March 2010","Imports","EU-28",301,130,3775
2010,"March 2010","Exports","EU-28",301,3706,59449
2010,"April 2010","Exports","EU-28",301,10777,147219
2010,"May 2010","Imports","EU-28",301,50,2389
2010,"May 2010","Exports","EU-28",301,46225,488486
2010,"June 2010","Exports","EU-28",301,23987,918575
2010,"July 2010","Imports","EU-28",301,70,2312
2010,"July 2010","Exports","EU-28",301,4685,157919
2010,"August 2010","Exports","EU-28",301,6728,322971
2010,"September 2010","Exports","EU-28",301,8302,248121
2010,"October 2010","Exports","EU-28",301,17605,656943
2010,"November 2010","Exports","EU-28",301,3461,105765
2010,"January 2010","Exports","China",301,550,22280
2010,"February 2010","Exports","China",301,3527,37541
2010,"March 2010","Exports","China",301,4545,73549
2010,"April 2010","Exports","China",301,3093,46167
2010,"May 2010","Exports","China",301,4217,56038
2010,"June 2010","Exports","China",301,2816,44705
2010,"July 2010","Exports","China",301,5400,27485
2010,"August 2010","Exports","China",301,6907,46344
2010,"September 2010","Exports","China",301,2409,92280
2010,"October 2010","Exports","China",301,11079,68022
2010,"November 2010","Exports","China",301,2395,71966
2010,"December 2010","Exports","China",301,968,45079
2010,"February 2010","Exports","Colombia",301,25,4354
2010,"March 2010","Exports","Estonia",301,3000,40725
2010,"April 2010","Exports","Estonia",301,10800,144133
2010,"January 2010","Imports","Finland",301,100,4695
2010,"February 2010","Imports","Finland",301,200,7335
2010,"March 2010","Imports","Finland",301,100,3779
2010,"May 2010","Imports","Finland",301,100,2386
2010,"May 2010","Exports","Finland",301,45600,475677
2010,"June 2010","Exports","Finland",301,23900,911944
2010,"July 2010","Imports","Finland",301,100,2313
2010,"July 2010","Exports","Finland",301,4000,138963
2010,"August 2010","Exports","Finland",301,6700,318939
2010,"September 2010","Exports","Finland",301,7700,229066
2010,"October 2010","Exports","Finland",301,17600,654854
2010,"November 2010","Exports","Finland",301,3400,95575
2010,"January 2010","Exports","Germany",301,26,3134
2010,"March 2010","Exports","Germany",301,106,12146
2010,"April 2010","Exports","Germany",301,27,3086
2010,"June 2010","Exports","Germany",301,42,6637
2010,"July 2010","Exports","Germany",301,59,5923
2010,"September 2010","Exports","Germany",301,17,2556
2010,"October 2010","Exports","Germany",301,12,2094
2010,"November 2010","Exports","Germany",301,41,3745
2010,"February 2010","Exports","Greece",301,600,13958
2010,"March 2010","Exports","Greece",301,600,6524
2010,"May 2010","Exports","Greece",301,600,12810
2010,"July 2010","Exports","Greece",301,600,13034
2010,"September 2010","Exports","Greece",301,600,13148
2010,"March 2010","Imports","China, Hong Kong SAR",301,2460,30108
2010,"June 2010","Exports","Japan",301,205,2750
2010,"August 2010","Exports","Japan",301,384,5780
2010,"June 2010","Imports","Kazakhstan",301,1600,18568
2010,"October 2010","Imports","Kazakhstan",301,2484,23364
2010,"November 2010","Imports","Kazakhstan",301,171,1031
2010,"December 2010","Imports","Kazakhstan",301,45,352
2010,"May 2010","Exports","Thailand",301,5954,5070
2010,"June 2010","Exports","Thailand",301,6389,50562
2010,"June 2010","Imports","Thailand",301,6389,50562
2010,"September 2010","Exports","Peru",301,768,6742
2010,"July 2010","Exports","Malaysia",301,9114,20696
2010,"January 2010","Imports","Thailand",301,6269,24969
2010,"July 2010","Exports","Thailand",301,4433,10281
2010,"November 2010","Exports","Thailand",301,9634,76470
2010,"December 2010","Exports","Malaysia",301,6886,14883
2010,"August 2010","Exports","Malaysia",301,3255,10389
2010,"September 2010","Exports","Malaysia",301,969,2882
2010,"November 2010","Exports","Malaysia",301,4348,9975
2010,"October 2010","Exports","Peru",301,1507,12266
2010,"August 2010","Exports","Singapore",301,1774,99982
2010,"August 2010","Imports","Thailand",301,7220,25026
2010,"August 2010","Exports","Thailand",301,7220,25026
2010,"January 2010","Exports","Singapore",301,2314,82074
2010,"June 2010","Exports","Norway",301,50000,1469136
2010,"September 2010","Exports","Singapore",301,3241,158689
2010,"September 2010","Imports","Thailand",301,9758,49177
2010,"January 2010","Exports","Thailand",301,6269,24969
2010,"September 2010","Exports","Thailand",301,9758,49177
2010,"April 2010","Exports","Singapore",301,2529,133843
2010,"July 2010","Exports","Norway",301,52500,1213856
2010,"April 2010","Imports","Thailand",301,3024,20223
2010,"February 2010","Exports","Singapore",301,2452,112571
2010,"May 2010","Exports","Singapore",301,2338,132399
2010,"June 2010","Exports","Singapore",301,2063,147003
2010,"October 2010","Exports","Norway",301,95720,2612262
2010,"February 2010","Imports","Thailand",301,7821,49357
2010,"April 2010","Exports","Thailand",301,3024,20223
2010,"May 2010","Imports","Thailand",301,5954,5070
2010,"November 2010","Exports","Norway",301,61049,1626182
2010,"February 2010","Exports","Thailand",301,7821,49357
2010,"July 2010","Exports","Singapore",301,999,82757
2010,"December 2010","Exports","Singapore",301,2544,118208
2010,"July 2010","Imports","Thailand",301,4433,10281
2010,"October 2010","Exports","Singapore",301,3373,145041
2010,"December 2010","Imports","Thailand",301,7280,33625
2010,"November 2010","Exports","Singapore",301,4228,194175
2010,"October 2010","Imports","Thailand",301,9366,61290
2010,"December 2010","Exports","Thailand",301,7280,33625
2010,"November 2010","Imports","Thailand",301,9634,76470
2010,"March 2010","Exports","Singapore",301,2904,132032
2010,"October 2010","Exports","Thailand",301,9366,61290
2010,"March 2010","Imports","Thailand",301,12661,51648
2010,"March 2010","Exports","Thailand",301,12661,51648
2011,"July 2011","Imports","Armenia",301,1,3443
2011,"August 2011","Exports","Armenia",301,600,6173
2011,"November 2011","Exports","Armenia",301,300,2928
2011,"December 2011","Exports","Armenia",301,300,2902
2011,"February 2011","Exports","Brazil",301,87,24884
2011,"March 2011","Exports","Brazil",301,15,2081
2011,"April 2011","Exports","Brazil",301,15,1700
2011,"June 2011","Exports","Brazil",301,15,1325
2011,"August 2011","Exports","Brazil",301,16,2659
2011,"September 2011","Exports","Brazil",301,58,6899
2011,"January 2011","Exports","EU-28",301,291,94962
2011,"February 2011","Exports","EU-28",301,48,4615
2011,"March 2011","Exports","EU-28",301,41,4761
2011,"April 2011","Exports","EU-28",301,1552,174675
2011,"May 2011","Exports","EU-28",301,17838,288964
2011,"June 2011","Exports","EU-28",301,22487,1216170
2011,"July 2011","Exports","EU-28",301,4766,241205
2011,"August 2011","Exports","EU-28",301,3387,219954
2011,"September 2011","Exports","EU-28",301,20521,855041
2011,"October 2011","Exports","EU-28",301,24710,775749
2011,"November 2011","Exports","EU-28",301,355,16092
2011,"December 2011","Exports","EU-28",301,671,28725
2011,"January 2011","Exports","Belarus",301,32000,74600
2011,"February 2011","Exports","Belarus",301,67780,157500
2011,"March 2011","Exports","Belarus",301,150300,364600
2011,"April 2011","Exports","Belarus",301,125900,314900
2011,"May 2011","Exports","Belarus",301,130022,326500
2011,"June 2011","Exports","Belarus",301,98673,243800
2011,"July 2011","Exports","Belarus",301,34500,76900
2011,"August 2011","Exports","Belarus",301,14000,30800
2011,"September 2011","Exports","Belarus",301,3510,8600
2011,"October 2011","Exports","Belarus",301,13650,32700
2011,"November 2011","Exports","Belarus",301,22901,56300
2011,"December 2011","Imports","Belarus",301,735,6900
2011,"December 2011","Exports","Belarus",301,62287,144600
2011,"January 2011","Exports","China",301,1496,44134
2011,"February 2011","Exports","China",301,692,32808
2011,"March 2011","Exports","China",301,5925,29776
2011,"April 2011","Exports","China",301,1376,51617
2011,"May 2011","Exports","China",301,3921,41289
2011,"June 2011","Exports","China",301,3609,43331
2011,"July 2011","Exports","China",301,420,23127
2011,"August 2011","Exports","China",301,3029,28508
2011,"September 2011","Exports","China",301,1004,25931
2011,"October 2011","Exports","China",301,3737,67656
2011,"November 2011","Exports","China",301,1888,61273
2011,"December 2011","Exports","China",301,989,42632
2011,"May 2011","Exports","Finland",301,17700,279034
2011,"June 2011","Exports","Finland",301,22500,1212534
2011,"July 2011","Exports","Finland",301,4300,229936
2011,"August 2011","Exports","Finland",301,3400,216866
2011,"September 2011","Exports","Finland",301,19700,692301
2011,"October 2011","Exports","Finland",301,30600,925004
2011,"January 2011","Exports","Germany",301,1,4782
2011,"February 2011","Exports","Germany",301,48,4615
2011,"March 2011","Exports","Germany",301,41,4761
2011,"April 2011","Exports","Germany",301,1552,174675
2011,"May 2011","Exports","Germany",301,27,3037
2011,"June 2011","Exports","Germany",301,32,3643
2011,"July 2011","Exports","Germany",301,23,2823
2011,"August 2011","Exports","Germany",301,27,3095
2011,"September 2011","Exports","Germany",301,25,2770
2011,"October 2011","Exports","Germany",301,84,8361
2011,"November 2011","Exports","Germany",301,51,8947
2011,"December 2011","Exports","Germany",301,33,3424
2011,"July 2011","Exports","Japan",301,35,3438
2011,"November 2011","Exports","Japan",301,35,3145
2011,"January 2011","Imports","Kazakhstan",301,318,2920
2011,"February 2011","Imports","Kazakhstan",301,23,298
2011,"March 2011","Imports","Kazakhstan",301,375,3815
2011,"April 2011","Imports","Kazakhstan",301,1021,2993
2011,"May 2011","Imports","Kazakhstan",301,515,3381
2011,"July 2011","Imports","Kazakhstan",301,8022,2500
2011,"August 2011","Imports","Kazakhstan",301,15,100
2011,"September 2011","Imports","Kazakhstan",301,3268,3000
2011,"October 2011","Imports","Kazakhstan",301,315,3900
2011,"October 2011","Exports","Kazakhstan",301,53000,57000
2011,"November 2011","Imports","Kazakhstan",301,500,2600
2011,"November 2011","Exports","Kazakhstan",301,32800,19000
2011,"December 2011","Imports","Kazakhstan",301,100,1100
2011,"December 2011","Exports","Kazakhstan",301,49600,38400
2011,"February 2011","Imports","Thailand",301,7329,42127
2011,"April 2011","Imports","Thailand",301,7614,49394
2011,"September 2011","Exports","United Kingdom",301,312,7586
2011,"December 2011","Exports","Malaysia",301,8266,32957
2011,"June 2011","Exports","Thailand",301,6846,36435
2011,"June 2011","Imports","Thailand",301,6846,36435
2011,"July 2011","Exports","United Kingdom",301,379,3433
2011,"April 2011","Exports","Thailand",301,7614,49394
2011,"August 2011","Exports","Malaysia",301,650,8995
2011,"September 2011","Exports","Malaysia",301,550,3205
2011,"June 2011","Exports","Malaysia",301,1204,8299
2011,"October 2011","Exports","Malaysia",301,640,10954
2011,"February 2011","Exports","Thailand",301,7329,42127
2011,"November 2011","Exports","Malaysia",301,570,11658
2011,"March 2011","Exports","Thailand",301,10369,64925
2011,"September 2011","Exports","Thailand",301,10784,99355
2011,"October 2011","Exports","Thailand",301,4611,67838
2011,"January 2011","Imports","Thailand",301,5576,42546
2011,"December 2011","Exports","Thailand",301,8774,111958
2011,"November 2011","Exports","Thailand",301,7211,55665
2011,"May 2011","Exports","Norway",301,39496,1315899
2011,"July 2011","Exports","Netherlands",301,104,5227
2011,"May 2011","Exports","Netherlands",301,110,6432
2011,"December 2011","Exports","Netherlands",301,400,19637
2011,"September 2011","Exports","Netherlands",301,529,153462
2011,"October 2011","Exports","Norway",301,85869,2222074
2011,"January 2011","Exports","Thailand",301,5576,42546
2011,"September 2011","Exports","Norway",301,47512,1070825
2011,"August 2011","Imports","Thailand",301,10834,69661
2011,"July 2011","Imports","Thailand",301,5211,24147
2011,"August 2011","Exports","Thailand",301,10834,69661
2011,"July 2011","Exports","Thailand",301,5211,24147
2011,"May 2011","Imports","Thailand",301,7081,28103
2011,"March 2011","Imports","Thailand",301,10369,64925
2011,"May 2011","Exports","Thailand",301,7081,28103
2011,"November 2011","Exports","United Kingdom",301,304,7157
2011,"December 2011","Exports","United Kingdom",301,272,5662
2011,"January 2011","Exports","Netherlands",301,290,90180
2012,"March 2012","Imports","Armenia",301,0,551
2012,"June 2012","Imports","Armenia",301,10,1400
2012,"September 2012","Imports","Armenia",301,0,386
2012,"January 2012","Exports","Brazil",301,9,2750
2012,"March 2012","Exports","Brazil",301,26,8812
2012,"June 2012","Exports","Brazil",301,75,11443
2012,"September 2012","Exports","Brazil",301,90,20481
2012,"November 2012","Exports","Brazil",301,42,9830
2012,"December 2012","Exports","Brazil",301,20,4293
2012,"January 2012","Exports","EU-28",301,474,18313
2012,"February 2012","Exports","EU-28",301,304,10685
2012,"March 2012","Exports","EU-28",301,480,14653
2012,"April 2012","Exports","EU-28",301,3208,72055
2012,"May 2012","Exports","EU-28",301,4783,280304
2012,"June 2012","Exports","EU-28",301,31340,1005309
2012,"July 2012","Exports","EU-28",301,12144,337126
2012,"August 2012","Exports","EU-28",301,6780,58776
2012,"September 2012","Exports","EU-28",301,5161,121399
2012,"October 2012","Exports","EU-28",301,14063,91161
2012,"November 2012","Exports","EU-28",301,9859,50577
2012,"December 2012","Exports","EU-28",301,6836,48513
2012,"January 2012","Exports","Belarus",301,29722,84400
2012,"February 2012","Exports","Belarus",301,17300,41200
2012,"March 2012","Exports","Belarus",301,93600,239100
2012,"April 2012","Exports","Belarus",301,130750,375200
2012,"May 2012","Exports","Belarus",301,94000,231500
2012,"June 2012","Imports","Belarus",301,320,1000
2012,"June 2012","Exports","Belarus",301,31586,68400
2012,"August 2012","Imports","Belarus",301,3,300
2012,"August 2012","Exports","Belarus",301,7000,20000
2012,"November 2012","Imports","Belarus",301,5000,21700
2012,"November 2012","Exports","Belarus",301,600,7600
2012,"December 2012","Imports","Belarus",301,55,23600
2012,"January 2012","Exports","Sri Lanka",301,689,17984
2012,"February 2012","Exports","Sri Lanka",301,1142,17248
2012,"January 2012","Exports","China",301,293,18172
2012,"February 2012","Exports","China",301,740,54133
2012,"March 2012","Exports","China",301,981,38519
2012,"April 2012","Exports","China",301,1375,50912
2012,"May 2012","Exports","China",301,675,50357
2012,"June 2012","Exports","China",301,15674,57057
2012,"July 2012","Exports","China",301,171,10249
2012,"August 2012","Exports","China",301,883,41997
2012,"September 2012","Exports","China",301,1422,47193
2012,"April 2012","Exports","Denmark",301,2800,59203
2012,"May 2012","Exports","Denmark",301,2000,51207
2012,"June 2012","Exports","Denmark",301,7100,167861
2012,"June 2012","Exports","Estonia",301,2000,13440
2012,"July 2012","Exports","Estonia",301,10200,64847
2012,"August 2012","Exports","Estonia",301,6000,40102
2012,"September 2012","Exports","Estonia",301,3000,20802
2012,"October 2012","Exports","Estonia",301,10500,71954
2012,"November 2012","Exports","Estonia",301,2500,16894
2012,"December 2012","Exports","Estonia",301,2500,17654
2012,"May 2012","Exports","Finland",301,2000,122774
2012,"June 2012","Exports","Finland",301,21600,807276
2012,"July 2012","Exports","Finland",301,3900,280075
2012,"September 2012","Exports","Finland",301,2000,86166
2012,"January 2012","Exports","Germany",301,42,4198
2012,"February 2012","Exports","Germany",301,40,4374
2012,"March 2012","Exports","Germany",301,54,6245
2012,"May 2012","Exports","Germany",301,48,4734
2012,"June 2012","Exports","Germany",301,53,4926
2012,"July 2012","Exports","Germany",301,44,4915
2012,"August 2012","Exports","Germany",301,45,4344
2012,"September 2012","Exports","Germany",301,102,12039
2012,"October 2012","Exports","Germany",301,3563,19209
2012,"November 2012","Exports","Germany",301,7009,28863
2012,"December 2012","Exports","Germany",301,3917,18830
2012,"December 2012","Exports","Indonesia",301,2334,21057
2012,"August 2012","Exports","Japan",301,54,3496
2012,"January 2012","Exports","Kazakhstan",301,22200,68580
2012,"February 2012","Exports","Kazakhstan",301,36200,157600
2012,"March 2012","Imports","Kazakhstan",301,700,3740
2012,"March 2012","Exports","Kazakhstan",301,61200,183660
2012,"April 2012","Imports","Kazakhstan",301,100,1290
2012,"April 2012","Exports","Kazakhstan",301,677600,462430
2012,"May 2012","Imports","Kazakhstan",301,500,3770
2012,"May 2012","Exports","Kazakhstan",301,7800,13350
2012,"June 2012","Imports","Kazakhstan",301,300,2190
2012,"July 2012","Imports","Kazakhstan",301,40600,29730
2012,"August 2012","Imports","Kazakhstan",301,2700,5770
2012,"November 2012","Imports","Kazakhstan",301,100900,323680
2012,"November 2012","Exports","Kazakhstan",301,70900,153780
2012,"December 2012","Exports","Kazakhstan",301,100500,205640
2012,"February 2012","Exports","Malaysia",301,2100,24219
2012,"January 2012","Exports","Malaysia",301,4129,60836
2012,"January 2012","Exports","United Kingdom",301,318,6921
2012,"March 2012","Exports","Malaysia",301,5665,63274
2012,"April 2012","Exports","United Kingdom",301,458,12840
2012,"April 2012","Exports","Malaysia",301,3684,47120
2012,"June 2012","Exports","United Kingdom",301,562,11827
2012,"January 2012","Exports","Netherlands",301,114,7200
2012,"May 2012","Exports","Netherlands",301,250,90597
2012,"June 2012","Exports","Malaysia",301,2600,27864
2012,"August 2012","Exports","United Kingdom",301,735,14321
2012,"May 2012","Exports","Malaysia",301,5646,63103
2012,"August 2012","Exports","Malaysia",301,2694,26424
2012,"September 2012","Exports","Malaysia",301,750,16550
2012,"October 2012","Exports","Malaysia",301,2822,32860
2012,"November 2012","Exports","Malaysia",301,9667,30442
2012,"July 2012","Exports","Malaysia",301,500,13045
2012,"December 2012","Exports","Malaysia",301,772,9499
2012,"January 2012","Exports","Thailand",301,10248,99135
2012,"February 2012","Exports","Thailand",301,13133,114440
2012,"March 2012","Exports","Thailand",301,13389,109174
2012,"April 2012","Exports","Thailand",301,9450,108237
2012,"May 2012","Exports","Thailand",301,10586,121252
2012,"June 2012","Exports","Thailand",301,6381,76826
2012,"July 2012","Exports","Thailand",301,6942,58271
2012,"August 2012","Exports","Thailand",301,10860,113300
2012,"September 2012","Exports","Thailand",301,10777,118057
2012,"October 2012","Exports","Thailand",301,15772,161779
2012,"November 2012","Exports","Thailand",301,8177,107740
2012,"December 2012","Exports","Thailand",301,9049,99649
2012,"February 2012","Exports","United Kingdom",301,264,6310
2012,"March 2012","Exports","United Kingdom",301,426,8407
2012,"May 2012","Exports","United Kingdom",301,485,11007
2012,"September 2012","Exports","Netherlands",301,19,2398
2012,"April 2012","Exports","Norway",301,44230,649689
2012,"May 2012","Exports","Norway",301,87777,1926279
2012,"June 2012","Exports","Norway",301,27500,332226
2012,"July 2012","Exports","Norway",301,42000,631342
2012,"December 2012","Exports","Peru",301,250,3517
2012,"October 2012","Exports","Peru",301,771,11355
2012,"April 2012","Exports","Yemen",301,100,100
2012,"July 2012","Exports","Peru",301,950,5066
2012,"December 2012","Exports","United Kingdom",301,419,12128
2012,"November 2012","Exports","United Kingdom",301,350,4823
2012,"May 2012","Exports","Peru",301,300,3095
2013,"December 2013","Exports","Armenia",301,3000,22500
2013,"February 2013","Exports","Brazil",301,40,4450
2013,"April 2013","Exports","Brazil",301,41,5787
2013,"May 2013","Exports","Brazil",301,43,8485
2013,"August 2013","Exports","Brazil",301,40,7535
2013,"September 2013","Exports","Brazil",301,40,7808
2013,"November 2013","Exports","Brazil",301,15,3274
2013,"January 2013","Exports","EU-28",301,2946,34272
2013,"February 2013","Exports","EU-28",301,30000,73032
2013,"March 2013","Exports","EU-28",301,54950,223309
2013,"April 2013","Exports","EU-28",301,39966,156864
2013,"May 2013","Exports","EU-28",301,15820,238765
2013,"June 2013","Exports","EU-28",301,15390,494709
2013,"July 2013","Exports","EU-28",301,10076,380445
2013,"August 2013","Exports","EU-28",301,6000,37268
2013,"September 2013","Exports","EU-28",301,4472,46629
2013,"October 2013","Exports","EU-28",301,4084,40176
2013,"November 2013","Exports","EU-28",301,14406,108387
2013,"December 2013","Exports","EU-28",301,10693,96582
2013,"February 2013","Exports","Belarus",301,10500,258000
2013,"March 2013","Exports","Belarus",301,62370,155900
2013,"April 2013","Exports","Belarus",301,90740,354700
2013,"May 2013","Exports","Belarus",301,142000,357400
2013,"June 2013","Exports","Belarus",301,89106,217000
2013,"July 2013","Exports","Belarus",301,36580,105500
2013,"August 2013","Exports","Belarus",301,47000,129000
2013,"September 2013","Exports","Belarus",301,27500,71400
2013,"October 2013","Exports","Belarus",301,40552,103400
2013,"November 2013","Exports","Belarus",301,35300,88300
2013,"December 2013","Imports","Belarus",301,3,300
2013,"December 2013","Exports","Belarus",301,40000,119800
2013,"July 2013","Exports","Canada",301,6358,23243
2013,"June 2013","Exports","Denmark",301,3400,44157
2013,"January 2013","Exports","Estonia",301,2500,17434
2013,"February 2013","Exports","Estonia",301,6000,42642
2013,"March 2013","Exports","Estonia",301,8000,55175
2013,"April 2013","Exports","Estonia",301,6000,41865
2013,"May 2013","Exports","Estonia",301,6000,40335
2013,"June 2013","Exports","Estonia",301,2000,14007
2013,"August 2013","Exports","Estonia",301,4000,26620
2013,"September 2013","Exports","Estonia",301,4000,25855
2013,"October 2013","Exports","Estonia",301,4000,27052
2013,"November 2013","Exports","Estonia",301,14000,92498
2013,"December 2013","Exports","Estonia",301,10000,66027
2013,"May 2013","Exports","Finland",301,7249,167465
2013,"June 2013","Exports","Finland",301,6860,469924
2013,"July 2013","Exports","Finland",301,5500,332232
2013,"January 2013","Exports","Germany",301,68,7290
2013,"March 2013","Exports","Germany",301,5448,29045
2013,"April 2013","Exports","Germany",301,7577,43547
2013,"May 2013","Exports","Germany",301,88,9356
2013,"June 2013","Exports","Germany",301,90,8284
2013,"July 2013","Exports","Germany",301,4387,22655
2013,"September 2013","Exports","Germany",301,72,9457
2013,"October 2013","Exports","Germany",301,84,13120
2013,"November 2013","Exports","Germany",301,65,6996
2013,"December 2013","Exports","Germany",301,93,12343
2013,"January 2013","Exports","Indonesia",301,1529,22341
2013,"February 2013","Exports","Indonesia",301,2376,29526
2013,"March 2013","Exports","Indonesia",301,4842,37809
2013,"April 2013","Exports","Indonesia",301,3719,23428
2013,"May 2013","Exports","Indonesia",301,1863,20072
2013,"June 2013","Exports","Indonesia",301,3091,32901
2013,"July 2013","Exports","Indonesia",301,2219,22785
2013,"August 2013","Exports","Indonesia",301,2035,18384
2013,"October 2013","Exports","Indonesia",301,2520,35131
2013,"November 2013","Exports","Indonesia",301,299627,26415
2013,"December 2013","Exports","Indonesia",301,1244,13911
2013,"January 2013","Imports","Kazakhstan",301,0,1262
2013,"January 2013","Exports","Kazakhstan",301,20,64190
2013,"February 2013","Imports","Kazakhstan",301,0,2019
2013,"March 2013","Imports","Kazakhstan",301,0,1196
2013,"April 2013","Imports","Kazakhstan",301,947,4610
2013,"May 2013","Imports","Kazakhstan",301,13297,133135
2013,"June 2013","Imports","Kazakhstan",301,2005,11990
2013,"July 2013","Imports","Kazakhstan",301,5802,15652
2013,"September 2013","Imports","Kazakhstan",301,189,3452
2013,"October 2013","Imports","Kazakhstan",301,63039,638938
2013,"November 2013","Imports","Kazakhstan",301,0,2829
2013,"March 2013","Exports","United Kingdom",301,42876,133184
2013,"April 2013","Exports","Netherlands",301,117,17969
2013,"May 2013","Exports","Netherlands",301,483,11222
2013,"April 2013","Exports","Lithuania",301,2000,10399
2013,"February 2013","Exports","United Kingdom",301,24000,30384
2013,"May 2013","Exports","Lithuania",301,2000,10389
2013,"August 2013","Exports","Lithuania",301,2000,10648
2013,"May 2013","Exports","Norway",301,174525,2022273
2013,"June 2013","Exports","Lithuania",301,4000,21092
2013,"June 2013","Exports","Norway",301,269923,3979418
2013,"July 2013","Exports","Norway",301,42743,963374
2013,"August 2013","Exports","Norway",301,78195,1758811
2013,"September 2013","Exports","Norway",301,65552,1170192
2013,"October 2013","Exports","Norway",301,129504,2222505
2013,"April 2013","Exports","United Kingdom",301,24883,43021
2013,"July 2013","Exports","United Kingdom",301,930,25585
2013,"September 2013","Exports","United Kingdom",301,400,11330
2013,"November 2013","Exports","United Kingdom",301,341,8880
2013,"December 2013","Exports","United Kingdom",301,600,18205
2013,"January 2013","Exports","Thailand",301,8245,99267
2013,"February 2013","Exports","Thailand",301,10389,127353
2013,"March 2013","Exports","Thailand",301,11574,117944
2013,"April 2013","Exports","Thailand",301,14219,131603
2013,"May 2013","Exports","Thailand",301,8325,91091
2013,"June 2013","Exports","Thailand",301,6359,66329
2013,"July 2013","Exports","Thailand",301,5925,68652
2013,"August 2013","Exports","Thailand",301,10006,102215
2013,"September 2013","Exports","Thailand",301,13165,147608
2013,"October 2013","Exports","Thailand",301,13001,137098
2013,"November 2013","Exports","Thailand",301,11542,128773
2013,"December 2013","Exports","Thailand",301,9991,116095
2013,"January 2013","Exports","Peru",301,250,3403
2013,"December 2013","Exports","Peru",301,356,9591
2013,"January 2013","Exports","United Kingdom",301,378,9559
2013,"December 2013","Imports","Kyrgyzstan",301,2772,6772
2013,"October 2013","Imports","Kyrgyzstan",301,2772,6772
2013,"September 2013","Imports","Kyrgyzstan",301,1760,4275
2013,"November 2013","Imports","Kyrgyzstan",301,2772,6772
2013,"March 2013","Exports","Peru",301,192,3535
2013,"March 2013","Exports","Netherlands",301,110,5899
2014,"February 2014","Exports","Armenia",301,1000,7000
2014,"March 2014","Exports","Armenia",301,8780,61665
2014,"April 2014","Exports","Armenia",301,11700,80151
2014,"May 2014","Exports","Armenia",301,7100,47400
2014,"June 2014","Exports","Armenia",301,8200,55500
2014,"July 2014","Exports","Armenia",301,9000,62750
2014,"August 2014","Exports","Armenia",301,9100,61352
2014,"September 2014","Exports","Armenia",301,7500,50261
2014,"October 2014","Exports","Armenia",301,9000,58021
2014,"November 2014","Exports","Armenia",301,6240,38258
2014,"December 2014","Exports","Armenia",301,2300,11465
2014,"September 2014","Exports","Brazil",301,20,2366
2014,"October 2014","Exports","Brazil",301,40,3452
2014,"January 2014","Exports","EU-28",301,45,4568
2014,"February 2014","Exports","EU-28",301,10083,72419
2014,"March 2014","Exports","EU-28",301,8056,54757
2014,"April 2014","Exports","EU-28",301,4308,39002
2014,"May 2014","Exports","EU-28",301,7047,227748
2014,"June 2014","Exports","EU-28",301,6514,311431
2014,"July 2014","Exports","EU-28",301,7683,327636
2014,"December 2014","Exports","EU-28",301,70,16425
2014,"January 2014","Exports","Belarus",301,27800,59300
2014,"February 2014","Imports","Belarus",301,500,25200
2014,"February 2014","Exports","Belarus",301,61097,137700
2014,"March 2014","Exports","Belarus",301,47500,103700
2014,"April 2014","Imports","Belarus",301,450,45600
2014,"April 2014","Exports","Belarus",301,89523,196300
2014,"May 2014","Exports","Belarus",301,217795,487100
2014,"June 2014","Imports","Belarus",301,200,7800
2014,"June 2014","Exports","Belarus",301,105551,294400
2014,"July 2014","Exports","Belarus",301,53765,153600
2014,"August 2014","Exports","Belarus",301,4700,16000
2014,"September 2014","Exports","Belarus",301,3100,24200
2014,"October 2014","Imports","Belarus",301,2280,53400
2014,"October 2014","Exports","Belarus",301,16100,245100
2014,"November 2014","Exports","Belarus",301,4498,48900
2014,"December 2014","Exports","Belarus",301,2020,19700
2014,"January 2014","Exports","Colombia",301,51,680
2014,"February 2014","Exports","Colombia",301,609,9959
2014,"March 2014","Exports","Colombia",301,335,2490
2014,"May 2014","Exports","Colombia",301,130,2513
2014,"July 2014","Exports","Colombia",301,370,4017
2014,"August 2014","Exports","Colombia",301,128,200
2014,"November 2014","Exports","Colombia",301,130,408
2014,"February 2014","Exports","Estonia",301,1e+07,63572
2014,"March 2014","Exports","Estonia",301,8e+06,48154
2014,"April 2014","Exports","Estonia",301,4000,23657
2014,"May 2014","Exports","Estonia",301,4000,23572
2014,"June 2014","Exports","Estonia",301,2000,12358
2014,"July 2014","Exports","Estonia",301,2000,12358
2014,"March 2014","Exports","Fiji",301,217,2797
2014,"April 2014","Exports","Fiji",301,325,4116
2014,"July 2014","Exports","Fiji",301,220,1618
2014,"September 2014","Exports","Fiji",301,518,5453
2014,"October 2014","Exports","Fiji",301,395,4560
2014,"May 2014","Exports","Finland",301,3000,196719
